singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
H8ZYcYiHHm,40.0,6.0,0.0,0.0,0.0,1,lnRv1b5x5C,Deadlift,SY5ldicOlP,2018-09-05,fake_id_291
IbinuEQiJM,83.91468824559335,4.0,0.0,0.0,0.0,5,dsztvFa0zC,Deadlift,xx7xJXohYB,2019-03-20,fake_id_295
CXYuApbSk9,70.0,5.0,0.0,0.0,0.0,9,ugdL0S5LEA,Deadlift,n3oafSQzSe,2018-11-08,fake_id_300
lB01Cb9yfM,61.23504277381137,8.0,0.0,0.0,0.0,3,EVU4ulMAgG,Deadlift,sJHFYcDiN4,2018-07-20,fake_id_283
S7VAy2L0gd,24.94761001896019,10.0,0.0,0.0,0.0,3,2pDE88OaHi,Deadlift,Ljm52kcwQb,2019-06-26,fake_id_285
eiBdCIBTzv,5.0,8.0,0.0,0.0,0.0,3,GCK77ogV2I,Dumbbell Rear Delt Raise,SMip5IBUnN,2018-02-07,fake_id_291
WWBUgFoXcu,6.0,15.0,0.0,0.0,0.0,2,IHPCeS7ELi,Dumbbell Rear Delt Raise,dCdcXHxGRV,2019-07-07,fake_id_291
i7McqKWybc,12.0,8.0,0.0,0.0,0.0,4,KD0bGidkCC,Dumbbell Fly,eLWcGEZas3,2019-03-21,fake_id_291
8LAPyTEJl5,4.535929094356399,10.0,0.0,0.0,0.0,3,Njo3u05ZDd,Dumbbell Fly,3A1M3sleSQ,2019-02-07,fake_id_286
98ETrBCdOu,12.0,12.0,0.0,0.0,0.0,4,5gkaOjjLQ9,Dumbbell Fly,kEIM7ULXsL,2019-03-21,fake_id_287
gjKsuN5koi,6.8038936415345965,15.0,0.0,0.0,0.0,3,ivlGuWsVal,Dumbbell Fly,mv1z8037B1,2019-09-03,fake_id_286
7q9ZSZTJ1l,6.8038936415345965,12.0,0.0,0.0,0.0,2,iQCdIX0x17,Dumbbell Fly,0HF47KDKgl,2019-08-13,fake_id_286
VTiiBMUZtG,10.205840462301897,10.0,0.0,0.0,0.0,1,7ME5CHIN9Q,Cable Crossover Fly,srVWKuUJVB,2019-02-14,fake_id_284
VT1FmGwLq4,10.2,12.0,0.0,0.0,0.0,2,9OYYkPBLRh,Cable Crossover Fly,Ka4lZ040rA,2019-04-01,fake_id_287
ejeEuOxPI1,10.205840462301897,10.0,0.0,0.0,0.0,1,8i4cFeqFTB,Dumbbell Bench Press,gQyYpmZtpM,2019-04-05,fake_id_285
vs4weJ9RBC,4.535929094356399,10.0,0.0,0.0,0.0,1,d4lSinY02p,Dumbbell Bench Press,D9LyAoGY48,2019-01-24,fake_id_292
JyAQ6OfCp0,36.28743275485118,6.0,0.0,0.0,0.0,5,9U2g57qrwD,Dumbbell Bench Press,ffdCmbQYGx,2019-02-22,fake_id_283
SPKJWb5jHB,22.0,12.0,0.0,0.0,0.0,1,L8Lb5w2VCa,Dumbbell Bench Press,RiqZK8E28d,2019-06-06,fake_id_287
4zLV1jXepZ,22.0,8.0,0.0,0.0,0.0,2,gh5OIYP0GF,Dumbbell Bench Press,jJsei8SbeB,2019-02-14,fake_id_287
35SC3F49Zn,6.8038936415345965,12.0,0.0,0.0,0.0,1,jCUycqIGbO,Dumbbell Bench Press,fZ60NWuAIr,2019-04-23,fake_id_286
wU0yocVpk6,6.8038936415345965,12.0,0.0,0.0,0.0,1,EsU3CjYiSl,Dumbbell Bench Press,DL1tV6HLlj,2019-06-21,fake_id_286
jzAZqXcxK5,18.0,12.0,0.0,0.0,0.0,3,gh5OIYP0GF,Dumbbell Bench Press,jJsei8SbeB,2019-02-14,fake_id_287
kv0HFrQMkY,9.071858188712797,12.0,0.0,0.0,0.0,2,BAmJqEr62H,Dumbbell Bench Press,ismuAzzbSW,2019-08-23,fake_id_285
1LxfN19xTa,14.0,10.0,0.0,0.0,0.0,1,LWGOXymCzR,Dumbbell Bench Press,EuFCm6ZZPx,2018-04-06,fake_id_291
PXevGm1FYg,14.0,10.0,0.0,0.0,0.0,2,LWGOXymCzR,Dumbbell Bench Press,EuFCm6ZZPx,2018-04-06,fake_id_291
CMDyFyw76P,9.071858188712797,5.0,0.0,0.0,0.0,1,bVagEpi958,Dumbbell Bench Press,Q2GO0l0jxn,2018-03-20,fake_id_285
UHtKCfk1Dl,24.0,12.0,0.0,0.0,0.0,3,76O6HD7SCy,Dumbbell Bench Press,7G0B0mmvvn,2019-04-11,fake_id_293
RbKTbEVyt3,24.94761001896019,6.0,0.0,0.0,0.0,4,kRHqI8UzGs,Dumbbell Bench Press,qspicKEXoO,2018-09-12,fake_id_297
WRaAxu8H1k,0.0,22.0,0.0,0.0,0.0,1,5dOe79K227,Superman,7nLU8LdnTX,2018-01-07,fake_id_291
arisC2MvRe,0.0,15.0,0.0,0.0,0.0,2,kH52WlZZwn,Superman,TnzMWgBtb4,2019-05-28,fake_id_287
A1ilGSgADe,0.0,14.0,0.0,0.0,0.0,2,p2bD4xhDgT,Superman,gCiIUYT7tV,2019-03-05,fake_id_284
howHi8M5Gq,0.0,12.0,0.0,0.0,0.0,1,IqEvpG2jtF,Superman,htiHhAhdOo,2018-09-11,fake_id_297
xAVENSc4Qb,31.75150366049478,10.0,0.0,0.0,0.0,3,MhIydtUSde,Leg Extension,Nt6xrTdbH6,2019-04-18,fake_id_286
gBQJWoSFzb,35.0,8.0,0.0,0.0,0.0,1,gr3H1F7TRO,Leg Extension,duEYrorvDV,2018-01-15,fake_id_285
TWRbJ51X8c,35.0,10.0,0.0,0.0,0.0,1,MMUnvyfVtt,Leg Extension,PaXqRByEfl,2018-04-24,fake_id_291
XFnNI1HAWF,35.0,12.0,0.0,0.0,0.0,3,IVKZzRnKCi,Leg Extension,nqxhWHsA2D,2018-05-17,fake_id_291
CadQxXcGvI,43.0,8.0,0.0,0.0,0.0,3,ZNDgBk6qSq,Leg Extension,aH3XfnC8KR,2019-05-14,fake_id_293
tsWFDW1jeA,70.0,9.0,0.0,0.0,0.0,4,DvpHAjv95R,Front Squat,BuoxsoUHVw,2019-03-12,fake_id_293
hDJBx5P6tN,130.0,6.0,,,,3,hJqShED5g2,Push Up,lkNCBxO5fV,2017-09-10,fake_id_281
8hHgnl1JBc,130.0,6.0,,,,4,iuuADmpHd5,Push Up,QiQl2IxB4s,2017-09-04,fake_id_281
sqSjsi8b9o,130.0,7.0,,,,4,Xrm2Ic33B4,Push Up,P0sjajxZHx,2017-09-22,fake_id_281
P3ITx5aPIW,130.0,7.0,,,,2,9yVMqYuvop,Push Up,vZbqG3LwDM,2017-09-27,fake_id_281
9tQCCynSU4,127.0,6.0,,,,2,R1LGnXhxN0,Push Up,xPcZb2EKg3,2017-07-08,fake_id_281
E40oVxl3hn,0.0,14.0,0.0,0.0,0.0,1,4mUg8TQiGZ,Push Up,IGQwCROtG1,2018-05-12,fake_id_291
EarXLqIcUO,130.0,7.0,0.0,0.0,0.0,5,99fGE6qFJl,Push Up,hGudS3ovh4,2017-10-21,fake_id_281
bVH1JaSWJT,0.0,10.0,0.0,0.0,0.0,2,Zxkw0kWZSW,Push Up,7G0B0mmvvn,2019-04-11,fake_id_293
bR8qguiDeT,0.0,8.0,0.0,0.0,0.0,2,XTjjbnVM1H,Push Up,7qMTbtcpgZ,2019-03-04,fake_id_285
PcRhkZGBmk,40.0,5.0,0.0,0.0,0.0,3,qg11ELEwqT,Barbell Bench Press,nljM0CUdle,2018-06-10,fake_id_291
XcOq1PcWh6,20.41168092460379,10.0,0.0,0.0,0.0,1,Jdzgc46TNe,Barbell Bench Press,wsAlnLNi6p,2018-10-08,fake_id_283
tCwokzZAum,20.0,5.0,0.0,0.0,0.0,1,fJyhwomG0O,Barbell Bench Press,yEou5ZlgHA,2018-12-17,fake_id_300
OHl1YL98bg,27.215574566138386,5.0,0.0,0.0,0.0,3,m712eh1aPT,Barbell Bench Press,3A70rMTFYM,2019-04-09,fake_id_285
ajs4jq2vkB,47.5,5.0,0.0,0.0,0.0,6,w3baCda3V1,Barbell Bench Press,591GE5yg3z,2018-11-18,fake_id_300
LZ6kwqDsk3,27.215574566138386,5.0,0.0,0.0,0.0,5,HkXRJ3QjOi,Barbell Bench Press,tldQWBoMfp,2019-07-30,fake_id_285
tnJ6V0Webk,42.5,5.0,0.0,0.0,0.0,7,ObEW6U8RyR,Barbell Bench Press,pm75XqEV0I,2018-12-05,fake_id_300
son0Vcfcnw,50.0,10.0,0.0,0.0,0.0,3,gYlE5F8MgL,Barbell Bench Press,zIbLaf4qMG,2017-10-30,fake_id_285
oTeSYch3b5,43.091326396385774,10.0,0.0,0.0,0.0,2,fFGecZd85m,Barbell Bench Press,bPhuD07udL,2019-05-03,fake_id_284
DYaFdpT5Q3,20.0,10.0,0.0,0.0,0.0,3,W0vtkw38xw,Dumbbell Shoulder Press,onRLvOYWy0,2019-03-22,fake_id_293
flBLg00zVE,4.535929094356399,15.0,0.0,0.0,0.0,2,OYTMEikLtG,Dumbbell Shoulder Press,31U5cVzRgQ,2019-05-16,fake_id_285
9iu6gRRe4f,14.0,12.0,0.0,0.0,0.0,2,twMmfkNWeN,Dumbbell Shoulder Press,OIhije2Bd5,2019-06-10,fake_id_287
6eiH1nt0VE,11.339822735890994,12.0,0.0,0.0,0.0,3,xFQwRuomIA,Dumbbell Shoulder Press,NyZiz3SSNZ,2019-06-10,fake_id_296
xmBK1dJGlS,0.0,18.0,0.0,0.0,0.0,2,5CkmpDJlkk,Bicycle Crunch,AIGfPE62ID,2019-04-03,fake_id_284
TEpHgKxFzD,0.0,15.0,0.0,0.0,0.0,1,bLqXMhSpO4,Bicycle Crunch,Uur2IBHLvf,2019-03-20,fake_id_286
1nWhYqmbbc,29.483539113316585,8.0,0.0,0.0,0.0,2,EGfufFjl6C,Barbell Curl,raGaXSck8e,2018-12-08,fake_id_289
QbQ7kAwRjM,15.87575183024739,8.0,0.0,0.0,0.0,1,fsDdX0Iv50,Barbell Curl,lBcbdyFFH3,2019-07-15,fake_id_285
RFA28FqLaf,25.0,15.0,0.0,0.0,0.0,1,ZK5UDFJ2tq,Barbell Curl,EdnOgB1VTi,2019-02-25,fake_id_287
j3gvlbGtl6,25.0,15.0,0.0,0.0,0.0,2,ZK5UDFJ2tq,Barbell Curl,EdnOgB1VTi,2019-02-25,fake_id_287
Hd4hgSEAux,27.215574566138386,2.0,0.0,0.0,0.0,5,V4B87S9CQK,Barbell Curl,ESrfyMSBmd,2019-06-28,fake_id_285
doAiJOakoh,130.0,30.0,,,,3,BMI1HFg6je,Plank,Mitgjn0K4p,2017-10-09,fake_id_281
I8wiy0mLhG,130.0,25.0,,,,5,GM2p9rw3DK,Plank,8N4ZKoItyb,2017-09-05,fake_id_281
P2ApYjID6A,130.0,20.0,,,,2,2qNBR82pEX,Plank,5nKJS7LKAZ,2017-08-30,fake_id_281
uhwIRJasXQ,0.0,30.0,0.0,0.0,0.0,2,gWp2AdpVuY,Plank,aWxUhfOro2,2017-11-06,fake_id_280
70aK0sqblp,0.0,60.0,0.0,0.0,0.0,3,UCA3pGBLEl,Plank,FdHDeeqXRz,2018-08-24,fake_id_283
NyV6lo7SGX,0.0,0.0,0.0,60.0,0.0,3,mOSNxzrUJd,Plank,vcnJaFWaKD,2019-04-06,fake_id_290
buRTorQBZP,14.0,8.0,0.0,0.0,0.0,3,k6A7z0mH2i,Dumbbell Bicep Curl,1TfFHWhDsG,2018-04-15,fake_id_291
KxFgpChml0,15.87575183024739,8.0,0.0,0.0,0.0,3,2gbB16w4N4,Dumbbell Bicep Curl,J5T0ASh4BJ,2018-01-29,fake_id_280
OURIFHWUnp,18.14371637742559,5.0,0.0,0.0,0.0,4,Uj9FjmPOqp,Dumbbell Bicep Curl,3EZP5kkk6M,2018-09-06,fake_id_283
0d1RO7jSCd,14.0,10.0,0.0,0.0,0.0,2,G3bjA89cxi,Dumbbell Bicep Curl,JJEzz1qehG,2019-02-24,fake_id_291
Oi1FbkveAY,11.339822735890994,12.0,0.0,0.0,0.0,1,DxEa7hCplR,Dumbbell Bicep Curl,qspicKEXoO,2018-09-12,fake_id_297
Y4R4b1y2fl,75.0,10.0,,,,5,y7bFicNWQS,Seated Tricep Press,k7OWNNgQCz,2017-06-26,fake_id_280
YI6voBgGmM,9.071858188712797,10.0,0.0,0.0,0.0,3,bCk3eCpK5M,Seated Tricep Press,haartOzdeJ,2019-09-02,fake_id_294
8a2FiQroJY,15.87575183024739,5.0,0.0,0.0,0.0,1,DCBI8dnQgD,Seated Tricep Press,auwXfJfB7A,2019-04-18,fake_id_290
dCSthwu9TA,18.14371637742559,15.0,0.0,0.0,0.0,2,Lu3vOrEkDk,Bent Over Barbell Row,PEXZFRLGLG,2019-05-24,fake_id_285
HTntaZ9LdW,5.669911367945497,8.0,0.0,0.0,0.0,1,S2APnWMQvM,Hammer Curls,ytDLx3oVj1,2018-11-29,fake_id_292
rNQimuBTvN,15.87575183024739,8.0,0.0,0.0,0.0,3,IIF5JHqWjA,Hammer Curls,HEe26Ybzv8,2019-08-08,fake_id_283
f76TM3ejBe,7.0,12.0,0.0,0.0,0.0,2,jksj66omFF,Hammer Curls,kAsilo5XR9,2019-02-15,fake_id_287
q6WWXmB0wl,11.339822735890994,10.0,0.0,0.0,0.0,2,CB6MtybGvu,Hammer Curls,93EopXo3We,2019-03-28,fake_id_290
3yPMsBawEm,11.339822735890994,12.0,0.0,0.0,0.0,2,frWC5amWAH,Hammer Curls,HRxENGdFRl,2019-09-03,fake_id_299
jW1V4nRAaf,0.0,6.0,0.0,0.0,0.0,3,6xUJH6WmVb,Pull Up,1fxXz7XpYp,2019-06-12,fake_id_293
77eQqvFUjb,0.0,10.0,0.0,0.0,0.0,2,gpiMouQPUW,Pull Up,TnzMWgBtb4,2019-05-28,fake_id_287
VETnwpa4ip,0.0,6.0,0.0,0.0,0.0,4,9NFrSJtDNL,Pull Up,sJHFYcDiN4,2018-07-20,fake_id_283
I9tU7C4Iit,43.091326396385774,8.0,0.0,0.0,0.0,4,jFppmhIsYs,Barbell Incline Bench Press,kNYtT34zHa,2019-03-02,fake_id_284
SusbkdBfKJ,43.091326396385774,8.0,0.0,0.0,0.0,4,vWtnyeSJgQ,Barbell Incline Bench Press,FpmPdHF6NA,2019-03-13,fake_id_284
QU3ICMY4me,61.23504277381137,15.0,0.0,0.0,0.0,1,35DDEyHFPv,Barbell Incline Bench Press,NuSiPOn6OL,2019-02-02,fake_id_283
HJBi7HHqhs,65.77097186816775,5.0,0.0,0.0,0.0,3,1A9ZCCTcty,Barbell Incline Bench Press,ADyObRjby9,2018-09-12,fake_id_283
dvW8s5jXIl,0.0,0.0,3901.39990234375,1530.0,26.60000038146973,1,IsK1qDrXAp,Running,yqdeGyo55Z,2017-11-09,fake_id_280
ickgx8FNgg,0.0,0.0,9527.400390625,2497.0,61.0,1,WyYptKDiYn,Cycling,IHGJxotGqp,2019-04-13,fake_id_296
ixXwQ268Bw,0.0,0.0,4522.39990234375,909.0,41.099998474121094,1,mCn4qOfYTg,Cycling,MCPonEf85H,2019-06-30,fake_id_296
vZ183FT3dS,0.0,0.0,5752.7998046875,1095.0,41.79999923706055,1,NmNqr4XxTp,Cycling,MauqPvulAT,2019-06-26,fake_id_296
faaLJ9bwPP,127.0,10.0,,,,2,jkoy3g0Zai,Sit Up,WnwGvNmNxe,2017-07-19,fake_id_281
in61TcSiTx,130.0,11.0,,,,1,FCfNB9EEc1,Side Leg Raises,xGR4Ek9h3C,2017-07-31,fake_id_281
wJPCApjfF9,10.0,15.0,,,,3,O3802EL5AW,Dumbbell Upright Row,rzPZNvsJkm,2017-09-24,fake_id_281
tErscvuSj2,15.0,15.0,,,,4,ElKjAE4E2j,Standing Barbell Calf Raise,11UXtHTFQT,2017-10-12,fake_id_281
RW1bmbsFK0,130.0,10.0,,,,4,aQJuBcaHvo,Scissor Crossover Kick,7Ivm2hcGiM,2017-08-04,fake_id_281
bGXzHP007G,100.0,12.0,,,,2,NrGx70axri,Seated Back Extension,MUAL95QdGd,2017-05-17,fake_id_282
eVuDLtQRDK,10.0,10.0,,,,2,2MlUhnSI9c,Dumbbell Upright Row,IbkcNHmQnl,2017-08-27,fake_id_281
jhIZlKlwMV,80.0,6.0,,,,5,QqnpteFHln,Goblet Squat,jXo6cY7zzF,2017-09-26,fake_id_280
H3W6DfDnvA,70.0,10.0,,,,1,dC27MFo5Hk,Dumbbell Reverse Fly,HxDuM0PbEF,2017-06-22,fake_id_280
ZMBaZ2Yftk,10.0,15.0,,,,1,0TxBS9eqLj,Dumbbell Stiff Legged Deadlift,VGCr8yE2kg,2017-09-16,fake_id_281
bgDCwHk7dU,10.0,10.0,,,,3,Yy22dZwk9P,Palms-Up Dumbbell Wrist Curl,VGCr8yE2kg,2017-09-16,fake_id_281
a3kUlV9EvS,0.0,8.0,,,,1,uMzcHxjyhP,Inverted Row,0F13cZrnF6,2017-10-06,fake_id_280
DYD5E6ORJN,10.0,5.0,,,,2,h0GBntj1Ce,Side Lateral Raise,BmnNoJd9F4,2017-10-15,fake_id_281
nMiaztL0HA,10.0,5.0,,,,1,JacYxKBUDB,Dumbbell Lateral Raise,NhSkglaBEi,2017-09-23,fake_id_281
AqrRZpyxqD,15.0,10.0,,,,2,Zm5QeN1tOw,Standing Barbell Calf Raise,NhSkglaBEi,2017-09-23,fake_id_281
24BrxHfHIH,10.0,10.0,,,,3,mq1LJvgqU3,Dumbbell Floor Press,P0sjajxZHx,2017-09-22,fake_id_281
aY1y1viIXC,130.0,10.0,,,,1,Etmlg5db27,Knee Raise,XgM4BJ7XYA,2017-07-30,fake_id_281
cS5e8WgxzZ,130.0,10.0,,,,5,TaAoK7q7HR,Side Bridge,BbdDQoqcoG,2017-09-09,fake_id_281
gn3cuF1AuM,15.0,10.0,,,,3,hQ73pq5o4N,Standing Barbell Calf Raise,YGo7tHjFjn,2017-09-07,fake_id_281
yUsEiBb6FC,95.0,10.0,,,,3,TDTXD2DNY2,Power Clean,n3tg6yD4uA,2017-06-20,fake_id_280
oLQVejwStC,130.0,25.0,,,,4,ol7mLacsId,Side Bridge,JQHtT3Sex3,2017-10-14,fake_id_281
PW9LM0PHTl,0.0,10.0,,,,3,etkryFdQ37,Scissor Crossover Kick,0F13cZrnF6,2017-10-06,fake_id_280
4ePkNYhR8F,15.0,8.0,,,,2,j9XMdgIfkT,Stiff-Legged Barbell Good Morning,Cmra6LlPzQ,2017-08-25,fake_id_281
0Gp0AgaPzq,10.0,10.0,,,,1,dSS9CNpHto,Dumbbell Upright Row,rIvHI0M4SB,2017-08-21,fake_id_281
8EYkLeEVoE,130.0,10.0,,,,2,Nq3hNdTgn4,Scissor Crossover Kick,QiQl2IxB4s,2017-09-04,fake_id_281
in5uRIZIzp,127.0,5.0,,,,1,HAEMVrlWmx,Reverse Crunch,pvHsrWWxBL,2017-07-13,fake_id_281
wxpRSbfLN9,0.0,14.0,0.0,0.0,0.0,3,fWzbCVMaDm,Inverted Row,BGaegMIWrx,2019-01-11,fake_id_291
v32nvUIuoL,11.339822735890994,10.0,0.0,0.0,0.0,2,iH64lGcN3y,Kettlebell Sumo Squat,zOL4cFVG5g,2019-03-11,fake_id_286
bmEXvsd2Td,11.339822735890994,12.0,0.0,0.0,0.0,2,d0vVAFIIyb,Biceps Curl To Shoulder Press,ofGoAI6BD8,2019-05-30,fake_id_283
jfo8rEY4iV,15.87575183024739,10.0,0.0,0.0,0.0,2,bZo93UTFC2,Good Morning,8zjw3JpB7V,2019-05-29,fake_id_285
rqn2dByNKt,0.0,16.0,0.0,0.0,0.0,3,r9OE9A4E01,Decline Push Up,rZsJlSHIAt,2018-12-09,fake_id_291
coIrrzpLPz,22.67964547178199,10.0,0.0,0.0,0.0,3,0lUpl9vZ0m,Curtsy Lunge,htlki8hj7G,2019-02-25,fake_id_290
tr7itoqJdB,6.8038936415345965,12.0,0.0,0.0,0.0,3,aejd3oHXnH,Dumbbell Squat,UXShdfYSJB,2019-09-07,fake_id_294
l866TeHhGE,24.94761001896019,15.0,0.0,0.0,0.0,3,Ysy5qFY9UT,Machine Tricep Extension,NZZXgsvJqL,2018-07-16,fake_id_283
LtJybYhhn9,20.0,7.0,0.0,0.0,0.0,4,58k9ZTJUXJ,Overhead Squat,7G0B0mmvvn,2019-04-11,fake_id_293
8hMAL0ZkSI,25.0,10.0,0.0,0.0,0.0,2,IkxJsmJMK3,Machine Bicep Curl,R73t7C2FFc,2018-05-15,fake_id_291
ioTcwNo2vs,0.0,13.0,0.0,0.0,0.0,1,VMFgfbFuxQ,Bosu Ball Squat,IGQwCROtG1,2018-05-12,fake_id_291
6mEjmsczC8,9.071858188712797,9.0,0.0,0.0,0.0,4,CVoyFN7OFi,Preacher Curl,ZeNaxrdL3S,2018-08-15,fake_id_283
Y73r1ck4FN,43.091326396385774,10.0,0.0,0.0,0.0,2,1m6kv1zicj,Push Jerk,eYxNxUCg4P,2019-04-10,fake_id_295
r1QE9mkddx,0.0,8.0,0.0,0.0,0.0,1,r3wKCDjUrA,Foam Roll Quadriceps,XVgCabwUaj,2019-04-21,fake_id_291
jL7LFC6eaj,0.0,25.0,0.0,0.0,0.0,1,1nAY9m9XDX,Toe Touchers,ZMFuzrpv7r,2018-09-23,fake_id_291
nVjmhur5LI,8.0,10.0,0.0,0.0,0.0,3,Hno2U9H6DL,Dumbbell Step Up,ZMFuzrpv7r,2018-09-23,fake_id_291
aTPZqejBGN,10.0,15.0,0.0,0.0,0.0,2,XxGNfyPJ8J,Dumbbell Stiff Legged Deadlift,7nLU8LdnTX,2018-01-07,fake_id_291
R0fvfI0MUy,0.0,10.0,0.0,0.0,0.0,3,7Mt8EXmWTp,Opposite Leg Toe Touch,ZfJgsaEOo7,2019-04-02,fake_id_286
NlzKW8C7IQ,30.0,5.0,0.0,0.0,0.0,9,1i6Mp62dM7,Shoulder Press,5VNEi381Bp,2018-11-06,fake_id_300
KE6FsKEK1f,22.67964547178199,12.0,0.0,0.0,0.0,3,rjhtRb36id,Dumbbell Stiff Legged Deadlift,AzhSfbLQR2,2019-06-17,fake_id_296
bvVncjEXR2,0.0,12.0,0.0,0.0,0.0,2,GknAIJewpn,Glute Ham Raise Situp,qm0K9xOBBr,2019-04-09,fake_id_295
2HwhvjQnKD,20.0,10.0,0.0,0.0,0.0,3,rXC9tIwuDD,Kettlebell Sumo Squat,M6YtBOTKP3,2019-07-21,fake_id_291
gT3JFKzy8n,22.67964547178199,12.0,0.0,0.0,0.0,3,K6fWljdSPV,Lunge,S1CDxGznfU,2019-03-23,fake_id_296
DIw57T2xgm,45.35929094356398,15.0,0.0,0.0,0.0,1,MEHRGBu1at,Machine Tricep Dip,3A1M3sleSQ,2019-02-07,fake_id_286
cOqLpNkGXB,4.535929094356399,12.0,0.0,0.0,0.0,1,l771qdhiAr,Tricep Extension,3A1M3sleSQ,2019-02-07,fake_id_286
daCwJdQktT,10.0,15.0,0.0,0.0,0.0,1,NsFXIhySEY,Reverse Barbell Curl,aETxSHEpVr,2017-12-23,fake_id_291
bpTr7Fes7U,38.555397302029384,12.0,0.0,0.0,0.0,1,dGSHs38J5I,Seated Back Extension,Uap1hP38uY,2019-03-16,fake_id_299
Pjuct39M1R,0.0,0.0,0.0,30.0,0.0,1,PNeey3So0T,Side Bridge,Uap1hP38uY,2019-03-16,fake_id_299
kC1U3NHRk2,4.535929094356399,15.0,0.0,0.0,0.0,1,K2Ee5p1bEV,Tricep Kickback,FpvSkaEDfG,2019-04-16,fake_id_286
gZVwOSeyFy,22.67964547178199,10.0,0.0,0.0,0.0,1,4rYMfK9OuI,EZ-Bar Skullcrusher,KYMrj3HfzD,2019-07-24,fake_id_283
FRBEKABAtM,45.35929094356398,12.0,0.0,0.0,0.0,7,WnEWFeAr7J,T-Bar Row,sqTax1Ckoq,2019-02-19,fake_id_283
X4sZFKUNcR,0.0,0.0,0.0,60.0,0.0,1,OnBBEYsJ48,Bosu Ball Plank,XGDBDySJ6i,2019-02-15,fake_id_295
W6wOSFmHoz,9.071858188712797,20.0,0.0,0.0,0.0,1,eDKiWpefxc,EZ-Bar Skullcrusher,LZXlNy9HpO,2019-05-10,fake_id_286
dRttHsdZml,52.16318458509857,10.0,0.0,0.0,0.0,3,UaIfjgHdeC,Seated Back Extension,aHaM3rENxX,2019-04-04,fake_id_295
PmCjAH0Anf,0.0,25.0,0.0,0.0,0.0,1,n6X6rsOsGk,Scissor Crossover Kick,LOQl5OapVC,2018-03-26,fake_id_291
H9b8DtVJmU,9.071858188712797,5.0,0.0,0.0,0.0,2,NH9PlS05a5,Barbell Step Up,hsasnnaedC,2019-05-23,fake_id_286
PxPYuusMFq,4.535929094356399,15.0,0.0,0.0,0.0,2,IYDpP3ZL5n,Front Plate Raise,zWSGk9gOpl,2019-03-26,fake_id_286
fawNHvGCyg,31.75150366049478,12.0,0.0,0.0,0.0,2,DEmePvXKwJ,Seated Back Extension,zWSGk9gOpl,2019-03-26,fake_id_286
HRzgVxK7CB,0.0,0.0,1802.46528,900.0,0.0,1,3aoIe1NkFe,Running - Treadmill,yYBpexV0jp,2019-03-21,fake_id_283
kb3bhFuHSM,0.0,17.0,0.0,0.0,0.0,1,n3n8lCiyIy,Reverse Crunch,zHc9z0OFJq,2019-04-10,fake_id_288
840yCnURlG,22.67964547178199,1.0,0.0,0.0,0.0,3,Oid1SmIPph,Barbell Step Up,IL06hArI8p,2019-08-14,fake_id_285
VM8WlCI9wb,18.14371637742559,3.0,0.0,0.0,0.0,4,kvUyQ04bfp,Smith Machine Bent Over Row,8HDitFAyLY,2019-03-12,fake_id_285
SmPqBEdcHP,0.0,25.0,0.0,0.0,0.0,1,LGN1YChMp5,Clam,oY7pDjURVr,2019-04-05,fake_id_290
fSIVrRPPTJ,0.0,12.0,0.0,0.0,0.0,1,Da2kChC5zp,Jump Squat,CJsidErd9y,2018-07-10,fake_id_291
UQipO8myqL,0.0,10.0,0.0,0.0,0.0,2,BfT2RuXPwm,Decline Push Up,8n75DmDIMO,2019-08-19,fake_id_301
5ANpBlOQzp,5.0,12.0,0.0,0.0,0.0,1,WrG61dKHfw,Hanging Leg Raise,7B1xuOMkLd,2019-06-13,fake_id_293
CCCNPHEwP4,4.0,12.0,0.0,0.0,0.0,3,dlRCLJIEFK,Palms-Up Dumbbell Wrist Curl,DayFj9B0Qe,2017-12-09,fake_id_291
BWSKOQgtwQ,31.75150366049478,12.0,0.0,0.0,0.0,4,FG5IA189gx,Dumbbell Shrug,7P2uingMNw,2019-05-08,fake_id_283
SA2UtOIrRe,0.0,0.0,0.0,30.0,0.0,1,pYSOFyYhk6,Side Bridge,OhIZsM0uPv,2019-04-04,fake_id_287
ZcbeX1CWoR,56.69911367945497,10.0,0.0,0.0,0.0,2,gDlk4EwfzG,Seated Machine Calf Press,Fb7EuddO04,2019-01-16,fake_id_283
jFNlRidfwH,0.0,8.0,0.0,0.0,0.0,4,fyNruiYXB9,Elevated Hip Bridge,4kldyhUmgd,2018-02-16,fake_id_285
q7CDpPQetU,0.0,12.0,0.0,0.0,0.0,3,033KQYtMhu,Decline Push Up,778JrheVWb,2018-01-15,fake_id_291
jIow2JmpqG,15.0,12.0,0.0,0.0,0.0,3,9rTtcPS2qR,Machine Leg Press,778JrheVWb,2018-01-15,fake_id_291
3vIjUBzEgv,36.28743275485118,5.0,0.0,0.0,0.0,2,WW34lh6nDX,Assisted Chin Up,xeAPa4mcQf,2019-04-18,fake_id_284
Q6aQTe8uzR,10.0,10.0,0.0,0.0,0.0,1,bCNwustd7M,Dumbbell Floor Press,IxEwvfj2dc,2017-10-20,fake_id_281
vsvB8OxezX,35.0,15.0,0.0,0.0,0.0,2,oqi5W83gf8,V-Bar Pulldown,MjbhlpQP1J,2019-05-17,fake_id_291
