singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
PL2SjbIKdI,0.0,13.0,0.0,0.0,0.0,2,ZEA1TjfYDf,Inverted Row,RKYfRDvCul,2018-07-12,fake_id_291
2QmZf7nHhb,0.0,8.0,0.0,0.0,0.0,2,00BCnRiT2h,Reverse Leg Crossover,8M6fdkhoBw,2019-09-03,fake_id_294
FnUtrG2NOE,17.5,12.0,0.0,0.0,0.0,2,FF5ssQAffg,Lunge,ukLEC7ztjs,2019-03-11,fake_id_287
Ln5pZOSMVG,35.0,10.0,0.0,0.0,0.0,1,MWYGUTRM5h,Machine Leg Press,WpAsWfxyGW,2018-03-22,fake_id_291
zXAuXkfPAZ,52.16318458509857,10.0,0.0,0.0,0.0,5,APVNEcl7JG,Floor Press,ReiWiTJ4d5,2019-03-18,fake_id_299
xf5LIpaUQI,19.0,12.0,0.0,0.0,0.0,1,sQG6nFIYrw,Single Arm Lat Pulldown,5JN9iQoWr9,2018-01-11,fake_id_291
SWJgB9ulzK,0.0,13.0,0.0,0.0,0.0,3,wLXu6eCIVi,Bosu Ball Squat,zvkQt5XdNK,2018-06-20,fake_id_285
lznHfj3HSb,18.14371637742559,25.0,0.0,0.0,0.0,2,xLg9BjrdgJ,Tricep Press,ECf1NCPwR1,2019-03-25,fake_id_283
TOHAAYqHy3,16.0,12.0,0.0,0.0,0.0,2,1BtrTTDvve,Front Plate Raise,nImOLZU1wR,2019-02-05,fake_id_291
DGp4pzX8JH,20.0,10.0,0.0,0.0,0.0,2,HWGnqOutqm,Barbell Decline Bench Press,nImOLZU1wR,2019-02-05,fake_id_291
AbCNIHORc9,20.41168092460379,8.0,0.0,0.0,0.0,2,PmR5Wre2V4,Seated Cable Row,8X2kCzu1i6,2019-07-30,fake_id_286
ikURRJmeFL,4.535929094356399,12.0,0.0,0.0,0.0,2,PIBFuUaBkL,Dumbbell Back Fly,NKGB9hzAAt,2019-07-17,fake_id_296
DnUw0rjZMN,4.535929094356399,8.0,0.0,0.0,0.0,3,Aalgz2HIvo,Lateral Cable Tricep Extension,SgZkeeIrls,2019-03-07,fake_id_286
Ki9Vhc9ThT,0.0,23.0,0.0,0.0,0.0,3,FHx4wHvFLv,Mountain Climber,a2tZmf5t7r,2019-07-09,fake_id_291
UN9FOuEASA,10.0,10.0,0.0,0.0,0.0,5,maVMt2UIqY,Concentration Curl,fBX2AFtg6p,2018-03-13,fake_id_291
yDWHWF4xgG,0.0,10.0,0.0,0.0,0.0,2,l0KynUHVsY,Decline Push Up,fBX2AFtg6p,2018-03-13,fake_id_291
Ogrh9T3JU1,0.0,12.0,0.0,0.0,0.0,3,HOSJ7dpX6F,Bosu Ball Push Up,bUvmApBUfl,2017-10-19,fake_id_280
mAImzv0TzZ,66.0,12.0,0.0,0.0,0.0,1,oIwDoVFkEh,Machine Rear Delt Fly,NwU7Z6VDjL,2019-05-20,fake_id_293
SpXY1BDOc7,16.0,15.0,0.0,0.0,0.0,2,n6sbDKJtwc,Kettlebell Swing,r0ojp9hFwH,2018-07-01,fake_id_291
ExR0xoaNMB,13.607787283069193,10.0,0.0,0.0,0.0,5,Lz61vC13W6,Concentration Curl,2bt4QdDM3X,2019-02-28,fake_id_283
5ZfmNxbws3,11.339822735890994,10.0,0.0,0.0,0.0,3,sj8PePd23H,Standing Cable Core Twist,TVESxi9JyY,2019-04-14,fake_id_299
fC3hpplN4b,9.071858188712797,8.0,0.0,0.0,0.0,2,eHDBICIYLu,Barbell Step Up,amqlMlFYgh,2019-06-27,fake_id_286
4D1rksio91,45.0,10.0,0.0,0.0,0.0,1,rCoRNGgVbs,Stiff-Legged Barbell Good Morning,t6s1kTWgG3,2017-12-01,fake_id_285
X3Yn6kKxe7,0.0,15.0,0.0,0.0,0.0,3,WdyWj08OGa,Scissor Crossover Kick,pSWN435Aow,2019-02-27,fake_id_286
OyGoyVUr9l,61.23504277381137,8.0,0.0,0.0,0.0,4,OLuiDXAj8t,Barbell Decline Bench Press,EPuCwIMhTJ,2019-03-21,fake_id_299
JTI8S6V35I,0.0,12.0,0.0,0.0,0.0,3,MMTk1VOi2i,Decline Leg Raise,gjY2cTuSgI,2018-12-03,fake_id_291
sl5mPjWAhc,0.0,40.0,0.0,0.0,0.0,1,j0FLyX6q1m,Battle Ropes,WbdNhUSzFV,2018-02-14,fake_id_291
FWySX0EdAh,9.071858188712797,20.0,0.0,0.0,0.0,2,pe7sRjglfe,EZ-Bar Skullcrusher,PauvHs7t23,2019-05-03,fake_id_286
ULWqZlMmiU,0.0,12.0,0.0,0.0,0.0,1,63tbVpAtzH,Jackknife Sit-Up,aGA6TAFuiG,2019-04-21,fake_id_293
tnhmAcaUOE,4.535929094356399,15.0,0.0,0.0,0.0,2,hl9AoYRyll,Single Arm Preacher Curl,ndV7FWwzWx,2018-06-27,fake_id_285
DPdVOKoK37,13.607787283069193,15.0,0.0,0.0,0.0,2,50RUZBYZDB,Tricep Overhead Extension with Rope,nkzC3tSg3G,2018-12-25,fake_id_289
rvReMTeAEC,14.0,6.0,0.0,0.0,0.0,2,kiFkeO4tEb,Dumbbell Bulgarian Split Squat,FgRoFsiwgN,2019-04-03,fake_id_293
ToAN6yJbgp,50.0,8.0,0.0,0.0,0.0,3,SvuzymcL7x,Barbell Lunge,EZEmkTan3C,2019-04-16,fake_id_293
wKom1dkuYL,0.0,3.0,0.0,0.0,0.0,2,6ehiPyuk2t,Chin Up,kdB21ATKqx,2019-05-30,fake_id_285
lUq8TGc9GG,0.0,10.0,0.0,0.0,0.0,3,McKbUhQu9N,Lateral Step Up,fUHf68fDMN,2019-02-13,fake_id_286
4r7QhyBfEm,0.0,10.0,0.0,0.0,0.0,1,5xaZSDfLKy,Lunge,q6iB0U5XPQ,2017-12-04,fake_id_280
qxgeYeGTWm,17.5,8.0,0.0,0.0,0.0,3,6EG7CfZXAI,Cable Tricep Extension,62M5T7CyCV,2018-01-19,fake_id_291
3x8I4Yr1Gl,35.0,8.0,0.0,0.0,0.0,1,KKE4x2QN7Y,Assisted Dip,62M5T7CyCV,2018-01-19,fake_id_291
AHOd0GFd9H,49.89522003792038,12.0,0.0,0.0,0.0,4,sCeN2l6Mu3,Wide Grip Lat Pulldown,7P2uingMNw,2019-05-08,fake_id_283
EKrgzkWQlX,25.0,8.0,0.0,0.0,0.0,1,eUbiSCB7iD,Hammerstrength Chest Press,JLYlcXxj7B,2018-01-10,fake_id_285
E8ZnzMPoFa,13.607787283069193,12.0,0.0,0.0,0.0,1,VNgHuriA1Z,Dumbbell Incline Fly,WHSkju2bC9,2019-05-04,fake_id_283
AEvYcRI2Ku,9.071858188712797,8.0,0.0,0.0,0.0,3,5ro75Y1X5e,Arnold Dumbbell Press,wf1xu7drs1,2019-03-17,fake_id_290
VasFYheMc6,0.0,8.0,0.0,0.0,0.0,1,y1Iis1UjcG,TRX Pike,dR2JJio4Pp,2018-11-22,fake_id_292
glzsdY6d6D,0.0,10.0,0.0,0.0,0.0,1,Dbl5OznwQX,Lateral Step Up,zOL4cFVG5g,2019-03-11,fake_id_286
j7JvHhL8J1,15.87575183024739,15.0,0.0,0.0,0.0,1,5ElAVgGYCk,Stiff-Legged Barbell Good Morning,sKUDJBSfdp,2019-04-09,fake_id_299
36HZ3RMQtf,31.75150366049478,15.0,0.0,0.0,0.0,1,Ewow1twIBv,Dumbbell Shrug,1KoEw2dooD,2019-04-24,fake_id_283
41CqvFZ70Z,0.0,18.0,0.0,0.0,0.0,2,3zJDww0fTg,Bosu Ball Crunch,ilgYvmHtgi,2018-04-12,fake_id_285
qvi2KQLsAc,130.0,10.0,0.0,0.0,0.0,2,ZIk5IlFDev,Dead Bug,NjdgdtKjiy,2017-10-19,fake_id_281
NSrCp3OcZG,0.0,20.0,0.0,0.0,0.0,2,7i54HD21Cz,Bosu Ball Crunch,KUGAdIE691,2018-03-04,fake_id_291
36xFp92WIW,45.35929094356398,10.0,0.0,0.0,0.0,2,EgOAVXvYB4,Assisted Pull Up,gCiIUYT7tV,2019-03-05,fake_id_284
9LOKMBttjb,10.0,5.0,0.0,0.0,0.0,1,4tr7EvyeGs,Side Lateral Raise,2lu6mb1Gez,2017-10-17,fake_id_281
BMgJVVgWh7,40.0,8.0,0.0,0.0,0.0,4,Fp3xzeEzhi,Power Snatch,fEQoxLRNOp,2019-02-11,fake_id_293
sa3E6VGZHG,0.0,10.0,0.0,0.0,0.0,1,8CdEAaUFEm,Opposite Leg Toe Touch,hsasnnaedC,2019-05-23,fake_id_286
Ow99kIcCk1,0.0,0.0,0.0,15.0,0.0,1,EdVTRSO2Ug,Seated Forward Bend,XVgCabwUaj,2019-04-21,fake_id_291
MyIABY7s5R,0.0,12.0,0.0,0.0,0.0,3,2ySngQrEBG,TRX Pulse Lunges,9bAP7dGjKg,2019-02-20,fake_id_292
qpFtSzFBLG,6.8038936415345965,10.0,0.0,0.0,0.0,4,FxvHuPPIUe,Lateral Raise,AP1Wovevn9,2019-04-18,fake_id_283
aRkA41OeDP,11.339822735890994,12.0,0.0,0.0,0.0,2,6StWgCCDD9,Low Cable Chest Fly,ffdCmbQYGx,2019-02-22,fake_id_283
DarZCZ3osF,40.0,10.0,0.0,0.0,0.0,1,BpH7CyqObS,Machine Rear Delt Fly,u8C4zCBGXS,2017-11-19,fake_id_285
qGtfTjAH0w,11.339822735890994,12.0,0.0,0.0,0.0,4,DN7FOOab5o,Tricep Kickback,Oa6yVXHSLU,2019-05-29,fake_id_296
vC049axJSD,34.01946820767298,5.0,0.0,0.0,0.0,3,EEPfwQ9BVE,Goblet Squat,A0TpGIx9to,2018-01-31,fake_id_280
FicGr9muTp,0.0,0.0,0.0,40.0,0.0,2,OC08Q9hnmI,Wall Sit,Px02Jc3g16,2019-04-29,fake_id_291
uHU7FCpBPH,25.0,10.0,0.0,0.0,0.0,1,hxBaKuLweJ,Shotgun Row,dCdcXHxGRV,2019-07-07,fake_id_291
yTKQdke4so,11.339822735890994,10.0,0.0,0.0,0.0,4,MtqYNFkDKD,Kettlebell Sumo Squat,In93m43ZN8,2019-03-14,fake_id_286
ohSfs7ohGR,63.50300732098956,8.0,0.0,0.0,0.0,1,JLiulXJtkF,Box Squat,aHaM3rENxX,2019-04-04,fake_id_295
wS5ILXBVF1,0.0,19.0,0.0,0.0,0.0,2,Z4zeL31a3I,Exercise Ball Crunch,GLRq7EFGHz,2018-02-13,fake_id_285
GEBBBf2Vp5,0.0,12.0,0.0,0.0,0.0,3,PEBtEjZZq1,Oblique Crunch,DE3LIUN5A2,2019-03-17,fake_id_293
oEKoiBRf03,0.0,0.0,0.0,15.0,0.0,2,G84vRz9ydc,Seated Neck Release Stretch,AWWs8iDhZC,2019-09-08,fake_id_294
lcigrwPxaJ,10.0,15.0,0.0,0.0,0.0,4,AnZMsTiTyc,Preacher Curl,V5LADbFDVo,2019-02-13,fake_id_291
Wu8H0ZaVf8,0.0,0.0,1619.422337029595,693.7518929243088,0.0,1,U7SqeKlkFI,Running,yUD0uq758j,2019-06-13,fake_id_283
DsH2XnG0ix,0.0,0.0,1524.385130160068,1280.566372871399,0.0,1,VB8ThlYtBH,Hiking,aSQPX42F5e,2019-04-04,fake_id_287
JiUt0uXydk,0.0,0.0,0.0,1269.7432260513306,0.0,1,gnp9S1Tcmm,Rowing,6FgqvK5au9,2019-04-12,fake_id_293
ddLQENEmUn,0.0,0.0,1521.1628322513159,1562.9659844636915,0.0,1,VAvkwGCw9Q,Hiking,2HdNObt8lz,2019-04-20,fake_id_287
GtNDuugGJ3,0.0,0.0,1365.654285493663,1316.797789812088,0.0,1,Sa22KgA7ZA,Hiking,yvnNFK1Bxw,2019-08-07,fake_id_287
pNfUFnpAuj,0.0,0.0,1451.018926689867,1327.4832857847216,0.0,1,hGqrHAMrjW,Hiking,LyAhGAaie7,2019-08-06,fake_id_287
KHAgfhlzvw,0.0,0.0,1325.1160030839965,858.0615060329437,0.0,1,caFkwUevX1,Hiking,afsUp8a65u,2019-03-28,fake_id_293
xqWhm2q5Ad,10.0,10.0,,,,2,XD8SO85fhe,Dumbbell Skullcrusher,ESiNJ8fTtE,2017-09-26,fake_id_281
GCICvW2EFA,6.8038936415345965,10.0,0.0,0.0,0.0,1,QSNofo39aZ,Dumbbell Skullcrusher,DL1tV6HLlj,2019-06-21,fake_id_286
VXYVEJooPW,9.0,10.0,0.0,0.0,0.0,1,hDI1OJHuVJ,Dumbbell Skullcrusher,JEi0G1o9Cv,2019-02-02,fake_id_291
OhnX3xZ46c,6.8038936415345965,10.0,0.0,0.0,0.0,2,Mkh1XbM3Zv,Dumbbell Skullcrusher,PhymjGDdHv,2019-07-12,fake_id_286
2LlTlM1ZaC,27.215574566138386,10.0,0.0,0.0,0.0,2,A3m2nHUkgO,Upright Row,d0lVVgN14O,2018-02-23,fake_id_280
HQRoCiCLQo,37.5,10.0,0.0,0.0,0.0,2,WDjWvYEVrX,Upright Row,AXue3QQDv6,2019-04-24,fake_id_293
aauSlSz6tI,15.87575183024739,15.0,0.0,0.0,0.0,3,CiDZmuJr0A,Upright Row,OFOux1x5TG,2019-07-18,fake_id_285
979wgDc66x,17.5,10.0,0.0,0.0,0.0,2,vGWLeprD7v,Seated Leg Curl,T5H6ZcaVjh,2018-03-03,fake_id_291
fjcARZUXdx,36.28743275485118,10.0,0.0,0.0,0.0,3,AJNLFF5N59,Seated Leg Curl,zg4C7qvllC,2019-04-08,fake_id_286
95f00yMQuH,30.0,10.0,0.0,0.0,0.0,1,m6oC3gml4e,Seated Leg Curl,9zQoGET2l7,2018-11-01,fake_id_291
aaLuOD5BIL,130.0,8.0,,,,2,dhgRGBemIa,Bench Dip,mEIJkkqhRy,2017-09-21,fake_id_281
qIONIwlK2y,130.0,8.0,,,,1,tPpKXHe7UN,Bench Dip,Mitgjn0K4p,2017-10-09,fake_id_281
n4VNx7RE08,127.0,7.0,,,,1,SbEGI9XFPh,Bench Dip,biCFpKDgp1,2017-07-18,fake_id_281
h9IIsVan3y,130.0,8.0,,,,3,HUWDL8jBXY,Bench Dip,VGCr8yE2kg,2017-09-16,fake_id_281
RmU7CQFDmw,130.0,6.0,,,,5,qrVMRCZ0Sy,Bench Dip,R3UlkdT2sa,2017-08-29,fake_id_281
hvCWNMcWfd,130.0,6.0,,,,1,Gyqfnvprmu,Bench Dip,3vNCKf20F5,2017-07-29,fake_id_281
FKFtcceg6d,130.0,8.0,,,,5,n0sjIp7mgD,Bench Dip,D7jFSX5CXY,2017-09-28,fake_id_281
wid3Fbu9Dx,0.0,20.0,0.0,0.0,0.0,2,MbtWbC30uw,Bench Dip,Tk9avWies9,2019-05-04,fake_id_291
t8yfPi4Jys,0.0,8.0,0.0,0.0,0.0,1,IdwhY1rvRg,Bench Dip,SgZkeeIrls,2019-03-07,fake_id_286
KsRpLSV15w,0.0,8.0,0.0,0.0,0.0,3,dKvSOQuh2Y,Bench Dip,Nt1aYM0x2v,2019-01-24,fake_id_286
tJG3qy79kr,36.28743275485118,5.0,0.0,0.0,0.0,5,cmsMtV6uzZ,Lat Pulldown,4rLVaX5G7O,2019-01-17,fake_id_290
DsauE4rg8e,29.483539113316585,12.0,0.0,0.0,0.0,3,qTgnH4zDEW,Lat Pulldown,EsYDluBenU,2018-10-22,fake_id_285
QVlWa2ksAA,54.43114913227677,6.0,0.0,0.0,0.0,3,VKl61RFMQA,Lat Pulldown,5BHWcQhzy4,2019-05-03,fake_id_283
CsQfHIUbSM,31.75150366049478,10.0,0.0,0.0,0.0,2,FoIJzs3clS,Lat Pulldown,3A70rMTFYM,2019-04-09,fake_id_285
sv8fmwBY28,45.35929094356398,15.0,0.0,0.0,0.0,1,WO9F1MULzA,Lat Pulldown,Wjk6zAYfOz,2019-07-01,fake_id_283
YwOlS0aYCh,49.89522003792038,10.0,0.0,0.0,0.0,4,1CJ3ZGy8Po,Lat Pulldown,dRgJ5jrEUt,2019-02-26,fake_id_283
coGjyaDFr2,10.0,5.0,,,,1,5g3hxe2YrG,Dumbbell Front Raise,TdrE9PTj6C,2017-09-18,fake_id_281
EzzxlNq7NL,10.0,5.0,,,,3,XoFBfK9jeu,Dumbbell Front Raise,rOQGzgxSSe,2017-07-24,fake_id_281
DR1lQvsGeG,9.071858188712797,6.0,0.0,0.0,0.0,6,I8P5Q1euQn,Dumbbell Front Raise,lEy97X2OFE,2019-02-27,fake_id_283
F99uOmVUSZ,25.0,12.0,,,,3,Q0sgDMrzJJ,Russian Twist,HFj9aCqbfi,2017-06-05,fake_id_280
2O4ddzbLAw,4.535929094356399,10.0,0.0,0.0,0.0,2,bR1dfQg5R5,Russian Twist,B3F7M3KpWi,2019-06-10,fake_id_290
IaFPA7mc6P,10.0,10.0,,,,4,K7GUb7s26B,Dumbbell Row,t9vI7TP9SB,2017-07-25,fake_id_281
NsWzRD8htF,10.0,10.0,,,,5,bkktoyYBAl,Dumbbell Row,DAR6Sa2DfR,2017-07-23,fake_id_281
xYogALrdiB,10.0,12.0,,,,5,jaEWwQi1rc,Dumbbell Row,NhSkglaBEi,2017-09-23,fake_id_281
JXXNDlntiz,10.0,15.0,,,,1,EABFETjcnb,Dumbbell Row,HtssENvEVH,2017-09-19,fake_id_281
LHPseqD5Gx,10.0,12.0,,,,1,jlquGTJCAB,Dumbbell Row,D7jFSX5CXY,2017-09-28,fake_id_281
PwYuxcvLnq,10.0,10.0,,,,5,Y9iSi08x6M,Dumbbell Row,gxBr6Kbexq,2017-09-17,fake_id_281
Y2mwg6QSKp,140.0,8.0,,,,2,knUa695I9s,Dumbbell Row,KA9Dcy9uqB,2017-06-19,fake_id_280
CkQuC2WwjV,11.339822735890994,4.0,0.0,0.0,0.0,2,FKD8uDsmoL,Dumbbell Row,Y6ETdflaiu,2018-08-27,fake_id_285
momhNDoZ66,20.41168092460379,12.0,0.0,0.0,0.0,1,tgzT8kszKK,Dumbbell Row,yCgCrpepAX,2019-06-14,fake_id_296
kT9YZqElIA,14.0,12.0,0.0,0.0,0.0,5,2L4z2V72S2,Dumbbell Row,orCWMxPZfQ,2018-02-26,fake_id_291
YCL3eOsmpl,12.473805009480095,10.0,0.0,0.0,0.0,1,GBBQFZBOIc,Dumbbell Row,lacD2zThHB,2019-06-25,fake_id_284
LDrxKlzOiD,6.8038936415345965,12.0,0.0,0.0,0.0,2,M8PFn51Z9r,Dumbbell Row,F2GJGEjdOl,2018-10-27,fake_id_292
Fau1KyfVFZ,6.8038936415345965,10.0,0.0,0.0,0.0,1,s3cqUd7NkT,Dumbbell Row,jIk2JwZPbS,2019-03-18,fake_id_286
XVEBRIQoTd,18.14371637742559,15.0,0.0,0.0,0.0,2,QrUyG90dAQ,Skullcrusher,hY5DB1czBf,2019-01-26,fake_id_283
8FAubSVVq3,20.0,8.0,0.0,0.0,0.0,5,MdXxVtj09B,Skullcrusher,Ns0WSj1AHF,2018-03-10,fake_id_291
E4tTODGGnV,15.87575183024739,10.0,0.0,0.0,0.0,1,m32lMlxfvH,Skullcrusher,MUpOH6bmGC,2018-08-30,fake_id_285
VH0SyaUzK6,14.0,8.0,0.0,0.0,0.0,4,z7H89XkfTA,Skullcrusher,WK2u0Rvct6,2019-07-16,fake_id_291
G0myf2jCsd,30.0,10.0,0.0,0.0,0.0,1,B085xnlU39,Skullcrusher,94ZjURVlrZ,2018-06-17,fake_id_291
EQG6LGgAxi,15.87575183024739,10.0,0.0,0.0,0.0,4,m32lMlxfvH,Skullcrusher,MUpOH6bmGC,2018-08-30,fake_id_285
DSIX3hUNSg,24.94761001896019,12.0,0.0,0.0,0.0,1,j8PVpWnRGY,Skullcrusher,S1CDxGznfU,2019-03-23,fake_id_296
zZhswAWQpO,38.555397302029384,5.0,0.0,0.0,0.0,3,XASNTsFxiF,Lying Hamstrings Curl,vwC35GyBVw,2018-03-23,fake_id_285
yaCA4RETI6,16.10254828496521,12.0,0.0,0.0,0.0,1,czNBs4DA6w,Air Squats,GslIbzw4r5,2019-02-21,fake_id_286
iEKrVJUp9B,22.67964547178199,10.0,0.0,0.0,0.0,1,tVSpRvCkbu,Cable Rope Tricep Extension,166f5uItp6,2018-02-05,fake_id_280
IByyuWIXFr,31.75150366049478,10.0,0.0,0.0,0.0,4,5IXQqYlECC,Cable Rope Tricep Extension,XCzC55Q61l,2019-04-24,fake_id_284
u3LvqjCdf9,25.0,10.0,0.0,0.0,0.0,2,ajx5Fpsxbm,Cable Rope Tricep Extension,UFXsWcIcAk,2018-04-19,fake_id_291
GvVZ0Opjq6,15.87575183024739,8.0,0.0,0.0,0.0,1,jQkJQIzros,Cable Rope Tricep Extension,eGQQqSw8JM,2019-03-20,fake_id_284
n5J8Q97WXm,27.215574566138386,12.0,0.0,0.0,0.0,2,jQkJQIzros,Cable Rope Tricep Extension,eGQQqSw8JM,2019-03-20,fake_id_284
F7UcMpJtdw,13.698505864956319,10.0,0.0,0.0,0.0,3,6ePjjHP7GX,Romanian Deadlift,Qn6kCoDBZf,2019-02-15,fake_id_286
R8THMMBPjJ,36.28743275485118,3.0,0.0,0.0,0.0,3,FCY1FYEUTr,EZ-Bar Curl,JHRoEGuX5G,2019-03-29,fake_id_295
S51HcyO3F8,20.0,12.0,0.0,0.0,0.0,2,Dc5i1ztzq8,EZ-Bar Curl,DYnxtJKbqL,2019-05-16,fake_id_293
wtt4LI44Nu,8.0,10.0,0.0,0.0,0.0,2,SUesD91y22,Dumbbell Kickbacks,3bOqitGyRS,2018-10-15,fake_id_291
BGaGvukXNe,0.0,12.0,0.0,0.0,0.0,4,M4EEpo7Rbp,Crunches,iCuo6X1idU,2018-07-19,fake_id_297
Td5xYYtQIy,0.0,14.0,0.0,0.0,0.0,1,WOGcHLTHAE,Crunches,1dEHeSiams,2019-04-22,fake_id_295
TTZhsjG7KQ,0.0,20.0,0.0,0.0,0.0,2,BKsftpyhEu,Crunches,2c3sRzWYNW,2018-11-10,fake_id_283
VngfzwDaYA,0.0,13.0,0.0,0.0,0.0,4,17vSO7ju6v,Crunches,8yjJE9VoyV,2018-04-30,fake_id_285
laPHPvovVz,0.0,12.0,0.0,0.0,0.0,4,NHWR0WDcmk,Crunches,htiHhAhdOo,2018-09-11,fake_id_297
yIEuviZd47,15.0,10.0,,,,4,jZwItrXtl2,Back Squat,hDPj8WqfzR,2017-07-20,fake_id_281
kU34FzmVGI,15.0,8.0,,,,2,DyO9VHraE8,Back Squat,QiQl2IxB4s,2017-09-04,fake_id_281
JkZ2CziONo,54.43114913227677,5.0,0.0,0.0,0.0,4,JDZZU0TRDY,Back Squat,znPiScE29Q,2019-03-04,fake_id_290
Av3PRw2mPo,22.67964547178199,10.0,0.0,0.0,0.0,3,gl1RnIfGTO,Back Squat,fsrgjdRADt,2019-02-18,fake_id_286
ezd5xli10L,70.0,12.0,0.0,0.0,0.0,3,aiSGJNDd1O,Back Squat,R2YAF8oyiX,2017-10-22,fake_id_285
Qe959nfr0N,34.01946820767298,6.0,0.0,0.0,0.0,5,Jw2uOHnq4n,Back Squat,JxSMKXUPL1,2018-03-10,fake_id_285
FHtFQ1cP1Z,52.16318458509857,6.0,0.0,0.0,0.0,4,EadfpwDPUY,Back Squat,aTdnWrcs1I,2019-03-19,fake_id_284
EgDxX7kCrF,20.41168092460379,10.0,0.0,0.0,0.0,1,phbYnQEPO9,Back Squat,X8tn2O0rps,2019-05-04,fake_id_284
OBNCuC22Hk,75.0,5.0,0.0,0.0,0.0,7,PwWrgSOB67,Back Squat,fZA75I8iVG,2017-11-06,fake_id_285
tDXXaZDHZ6,43.091326396385774,5.0,0.0,0.0,0.0,2,48CebIA91y,Back Squat,NVyowJzCeC,2019-09-10,fake_id_284
8IDQSqL21D,40.82336184920758,8.0,0.0,0.0,0.0,1,7Q1V5fBr5W,Back Squat,Z7jEwtWEE0,2018-09-13,fake_id_284
kBHLzA9vcH,0.0,14.0,0.0,0.0,0.0,3,eFogchZu8Q,Leg Raise,EwZG9qhuiv,2018-06-26,fake_id_283
sLcib5Afpt,0.0,10.0,0.0,0.0,0.0,2,PKx5jX7V0g,Leg Raise,bPferKmJZq,2019-05-14,fake_id_288
1TsJyEyt65,86.18265279277155,5.0,0.0,0.0,0.0,4,h6UkkeaSsa,Leg Press,VrSTOw8rq1,2019-01-31,fake_id_290
KJ38FwUG1I,74.84283005688056,15.0,0.0,0.0,0.0,3,H1m7yGZXqa,Leg Press,fQtFXRLI7F,2019-05-21,fake_id_299
LQzj9xQyLA,45.35929094356398,4.0,0.0,0.0,0.0,5,eIhCfHV9w5,Leg Press,AFNodlA7DA,2019-04-16,fake_id_285
c0t4t3CHWR,122.47008554762272,15.0,0.0,0.0,0.0,2,u4qSpclrDl,Leg Press,S55fwwSEyk,2019-03-19,fake_id_283
WwcR7RIuxo,50.0,12.0,0.0,0.0,0.0,1,Mcw4bwgHx1,Cable Row,hasgFizPY1,2018-12-06,fake_id_291
RACdJgERfc,57.0,10.0,0.0,0.0,0.0,2,ePEmak6L2O,Cable Row,EuFCm6ZZPx,2018-04-06,fake_id_291
ABNMFHBJJu,10.0,10.0,,,,3,5QoDpHsSwl,Dumbbell Tricep Extension,8N4ZKoItyb,2017-09-05,fake_id_281
DDgMz819Ar,70.0,10.0,0.0,0.0,0.0,3,7SEOY5jop2,Dumbbell Tricep Extension,HQk09vmOEA,2017-11-15,fake_id_280
UkEOBM6o8O,6.8038936415345965,15.0,0.0,0.0,0.0,2,jRBEDl8WCu,Dumbbell Tricep Extension,9Y0zOxcShz,2019-05-28,fake_id_286
PojiGoKxIb,4.535929094356399,15.0,0.0,0.0,0.0,1,uhBhVQNke5,Dumbbell Tricep Extension,KjAjCqyL44,2019-03-04,fake_id_286
XJvbVIm7pK,4.535929094356399,12.0,0.0,0.0,0.0,3,4kW65NZOdi,Seated Dumbbell Curl,gbWNxaPBaa,2019-04-17,fake_id_292
ksoTOSNGkZ,9.071858188712797,5.0,0.0,0.0,0.0,3,KQMQbcXB42,Seated Dumbbell Curl,haartOzdeJ,2019-09-02,fake_id_294
MixPp4bgCb,10.0,12.0,0.0,0.0,0.0,1,sutffvcX2K,Seated Dumbbell Curl,GLRq7EFGHz,2018-02-13,fake_id_285
37m7M6MWfH,12.0,10.0,0.0,0.0,0.0,2,DYNouGUBHB,Seated Dumbbell Curl,b8tcdkb1B1,2018-03-20,fake_id_291
mZrreOwsqx,12.0,8.0,0.0,0.0,0.0,3,M0k49sCrYR,Seated Dumbbell Curl,R73t7C2FFc,2018-05-15,fake_id_291
Vgn7sa66p3,24.94761001896019,10.0,0.0,0.0,0.0,2,REmtKMh2bj,Dumbbell Incline Bench Press,CucnSQ01aG,2019-07-30,fake_id_283
yrYBuSrYrT,29.483539113316585,8.0,0.0,0.0,0.0,2,qgLlod3Pyj,Dumbbell Incline Bench Press,a5lJGelsLn,2019-04-27,fake_id_283
994cWCDdLg,2.2679645471781993,10.0,0.0,0.0,0.0,2,ivCHYK303a,Dumbbell Shoulder Raise,SgZkeeIrls,2019-03-07,fake_id_286
BmsqAIE4nV,5.669911367945497,8.0,0.0,0.0,0.0,1,yar06lJEAv,Dumbbell Shoulder Raise,kpAnjjkPjG,2019-06-12,fake_id_284
cMw2MeNZBd,4.535929094356399,8.0,0.0,0.0,0.0,2,oSxDZlOFi8,Dumbbell Shoulder Raise,8M6fdkhoBw,2019-09-03,fake_id_294
iCIGGZFHKY,61.23504277381137,5.0,0.0,0.0,0.0,2,HVZ1C51c1x,Deadlift,vz6uw7FgwE,2018-12-14,fake_id_289
wAv4aDnt6J,49.89522003792038,5.0,0.0,0.0,0.0,3,U2ftjVYf6v,Deadlift,YMI7cgm4mI,2019-04-23,fake_id_290
